,--with-select_module,--with-poll_module,--with-threads,--with-file-aio,--with-http_ssl_module,--with-http_v2_module,--with-http_realip_module,--with-http_addition_module,--with-http_xslt_module,--with-http_xslt_module=dynamic,--with-http_image_filter_module,--with-http_image_filter_module=dynamic,--with-http_geoip_module,--with-http_geoip_module=dynamic,--with-http_sub_module,--with-http_dav_module,--with-http_flv_module,--with-http_mp4_module,--with-http_gunzip_module,--with-http_gzip_static_module,--with-http_auth_request_module,--with-http_random_index_module,--with-http_secure_link_module,--with-http_degradation_module,--with-http_slice_module,--with-http_stub_status_module,--with-http_perl_module=dynamic,--with-mail,--with-mail=dynamic,--with-mail_ssl_module,--with-stream,--with-stream=dynamic,--with-stream_ssl_module,--with-stream_realip_module,--with-stream_geoip_module,--with-stream_geoip_module=dynamic,--with-stream_ssl_preread_module,--with-google_perftools_module,--with-compat,--with-pcre,--with-pcre-jit,--with-zlib-asm=CPU,--with-libatomic,--with-debug,--without-select_module,--without-poll_module,--without-http_charset_module,--without-http_gzip_module,--without-http_ssi_module,--without-http_userid_module,--without-http_access_module,--without-http_auth_basic_module,--without-http_mirror_module,--without-http_autoindex_module,--without-http_geo_module,--without-http_map_module,--without-http_split_clients_module,--without-http_referer_module,--without-http_rewrite_module,--without-http_proxy_module,--without-http_fastcgi_module,--without-http_uwsgi_module,--without-http_scgi_module,--without-http_grpc_module,--without-http_memcached_module,--without-http_limit_conn_module,--without-http_limit_req_module,--without-http_empty_gif_module,--without-http_browser_module,--without-http_upstream_hash_module,--without-http_upstream_ip_hash_module,--without-http_upstream_least_conn_module,--without-http_upstream_random_module,--without-http_upstream_keepalive_module,--without-http_upstream_zone_module,--without-http,--without-http-cache,--without-mail_pop3_module,--without-mail_imap_module,--without-mail_smtp_module,--without-stream_limit_conn_module,--without-stream_access_module,--without-stream_geo_module,--without-stream_map_module,--without-stream_split_clients_module,--without-stream_return_module,--without-stream_upstream_hash_module,--without-stream_upstream_least_conn_module,--without-stream_upstream_random_module,--without-stream_upstream_zone_module,binary-size,unit,nr-of-gadgets
94,False,True,True,True,True,True,False,True,False,False,True,True,True,False,True,False,False,True,True,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,True,True,True,1555504,bytes,12353
95,False,True,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,True,False,True,False,False,True,True,True,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,1718704,bytes,13925
96,True,True,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,True,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,True,2125048,bytes,15812
97,True,True,False,True,True,True,True,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,False,2028632,bytes,15681
98,False,False,False,True,True,True,True,True,False,True,False,False,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,True,True,False,False,True,True,True,False,True,False,False,True,False,True,True,False,True,False,True,True,False,True,True,False,True,False,False,True,False,True,True,True,False,True,True,True,False,2326024,bytes,17268
99,True,False,True,True,True,False,False,True,False,True,False,True,True,True,False,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,True,False,True,True,True,False,True,False,False,True,4993464,bytes,32468
100,False,True,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,True,True,True,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,True,True,True,4508008,bytes,29772
101,True,True,False,False,False,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False,True,True,True,False,False,True,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True,True,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,5124552,bytes,32139
102,True,False,True,True,False,True,True,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,True,False,True,False,False,True,True,False,True,True,True,True,False,False,True,False,False,True,False,False,True,True,True,False,True,False,False,False,4726136,bytes,30300
103,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,True,True,False,False,False,False,True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,False,False,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,False,False,False,True,True,True,False,1819752,bytes,14416
104,True,True,True,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,True,True,False,True,True,True,True,1853544,bytes,14529
105,False,True,True,True,True,True,False,True,True,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,True,True,False,False,True,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,False,True,False,False,True,True,False,False,True,False,True,True,True,True,True,False,2431408,bytes,17963
106,False,True,False,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,False,False,True,True,False,True,True,False,True,False,True,False,True,True,2386144,bytes,17691
107,False,False,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,False,False,False,True,False,True,True,False,False,True,True,True,False,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False,True,True,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,True,4507376,bytes,28884
108,True,True,False,False,False,True,False,True,True,False,True,True,False,False,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,True,True,True,1726824,bytes,13896
109,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,True,1523160,bytes,12215
110,False,True,False,True,True,False,True,False,True,False,False,True,True,True,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,True,True,False,True,False,False,False,False,True,True,True,1504648,bytes,12020
111,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,False,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,1686144,bytes,13543
112,True,False,True,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,False,True,False,False,True,2152984,bytes,15826
113,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,True,True,False,True,True,True,True,True,True,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,True,False,4956512,bytes,33307
114,True,True,False,True,False,False,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,True,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,True,4084760,bytes,26835
115,False,True,False,False,False,False,True,False,True,True,True,False,True,False,True,True,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,4410336,bytes,28995
116,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,True,True,True,True,True,4911824,bytes,33045
117,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,False,False,False,True,True,False,False,True,True,True,False,True,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True,False,False,False,True,True,False,2371264,bytes,17722
118,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,False,False,True,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True,False,True,True,True,True,True,False,False,False,1798400,bytes,14465
119,True,False,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,True,True,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,False,True,True,True,False,True,False,False,False,2112360,bytes,16474
120,False,False,True,True,True,False,False,False,True,True,True,False,True,True,False,False,True,True,True,True,False,False,True,True,False,False,False,False,True,True,False,False,True,True,True,False,True,True,True,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,True,False,True,False,True,False,False,True,True,True,False,False,False,True,True,True,True,False,True,False,False,True,False,False,False,4803064,bytes,32154
121,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,True,True,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,True,False,True,False,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,2070408,bytes,16569
122,True,False,False,False,True,False,False,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False,True,False,True,True,False,False,True,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,1473432,bytes,11948
123,False,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,False,True,False,False,2183816,bytes,16847
124,False,True,False,True,True,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,False,True,False,False,1477424,bytes,12110
125,False,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,False,True,True,True,False,False,True,4040952,bytes,26522
126,False,False,False,True,False,True,False,True,False,True,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,1515424,bytes,12169
127,True,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,5203144,bytes,34353
128,True,True,False,True,True,False,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,True,False,True,False,True,True,True,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,True,True,False,True,False,False,4362664,bytes,28688
129,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,False,True,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,1504192,bytes,12238
130,False,True,True,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False,True,False,False,True,False,False,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,True,True,True,False,True,1821344,bytes,14512
131,True,True,True,False,True,True,False,False,False,False,False,True,True,True,True,False,True,False,True,True,True,False,True,True,False,True,True,False,True,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,2472936,bytes,18097
132,True,False,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,True,True,False,True,False,False,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,False,False,False,True,True,False,1552760,bytes,12400
133,False,True,False,True,True,True,False,False,False,False,True,True,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True,True,True,False,False,True,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,False,1763696,bytes,13963
134,True,True,False,False,True,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,True,True,True,False,True,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False,True,True,False,True,True,False,False,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,False,True,True,False,False,False,True,True,True,True,2646432,bytes,19383
135,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,False,False,False,4508480,bytes,31006
136,False,False,False,True,False,True,False,False,False,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True,True,True,False,True,True,True,True,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,1758624,bytes,14049
137,False,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False,True,True,False,True,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,True,True,True,False,True,True,False,True,False,True,True,False,False,False,True,True,False,True,False,2078656,bytes,16516
138,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,False,True,True,1807504,bytes,14506
139,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,True,False,False,True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,True,True,5195912,bytes,33815
140,True,True,True,True,False,True,True,False,True,False,True,False,False,True,False,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,True,False,False,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,False,False,False,True,True,1867040,bytes,14586
141,True,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,False,True,False,True,True,False,2335416,bytes,17511
142,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,2435984,bytes,17734
143,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,2459360,bytes,18273
144,True,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,False,True,False,True,True,True,False,True,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,True,True,False,False,False,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,True,False,True,True,2355920,bytes,17713
145,True,True,False,False,True,True,True,True,True,True,False,True,True,False,False,True,True,True,False,False,True,False,True,False,False,True,True,True,False,True,False,True,True,False,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,True,True,False,False,True,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,2122560,bytes,16699
146,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,False,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,1814968,bytes,14493
147,False,False,True,False,False,True,True,False,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,False,False,True,False,True,True,True,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False,True,True,False,True,False,True,False,False,False,True,True,1788224,bytes,14378
148,False,False,True,False,True,True,True,True,False,False,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,False,True,False,1525720,bytes,12349
149,False,True,False,True,True,True,True,True,True,True,False,True,False,False,False,True,True,False,False,True,True,True,False,True,False,False,False,True,False,True,False,False,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,True,4827336,bytes,30737
150,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,True,False,True,True,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False,True,True,True,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,False,False,True,False,1788224,bytes,14378
151,False,True,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,True,False,False,False,True,True,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True,True,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,5164432,bytes,34375
152,False,True,False,True,True,False,False,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,True,False,True,False,True,False,False,False,True,True,False,False,True,True,True,True,False,True,True,True,True,True,False,1522192,bytes,12169
153,True,False,False,True,True,True,False,True,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,False,True,False,True,True,False,True,True,False,True,True,False,False,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,False,False,True,True,True,False,True,False,False,True,1755016,bytes,13971
154,False,False,False,True,True,False,False,True,True,True,True,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,1786056,bytes,14144
155,True,True,False,False,False,True,True,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,True,True,True,5262960,bytes,34141
156,True,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,True,False,True,True,False,True,False,False,True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,False,False,True,False,True,True,False,False,False,2052968,bytes,16091
157,False,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,True,True,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,False,False,True,False,True,False,True,4840808,bytes,32574
158,True,True,False,False,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,False,False,True,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,True,False,False,True,2118280,bytes,15580
159,False,False,False,False,False,True,False,True,True,True,False,False,True,False,True,False,True,False,False,True,True,True,True,True,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,False,True,5343736,bytes,35152
160,False,True,False,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,1777464,bytes,14195
